"","Class","MAperF","MTotF","MCoreF","AreaF","IR2F","csfF","EllipF","MAperJ","MTotJ","MCoreJ","AreaJ","IR2J","csfJ","EllipJ","MAperN","MTotN","MCoreN","AreaN","IR2N","csfN","EllipN"
"68084",1,18473,18489,19246,23000,1670,2950,37,19821,20154,20507,29000,1658,920,228,18178,18170,18673,40000,1926,920,172
"72324",1,18927,18896,19739,50000,2271,1200,264,19495,19468,20121,44000,2007,2800,301,19897,19801,20700,22000,1664,1220,320
"40632",1,19173,18850,20348,49000,3085,2250,572,20025,20711,21455,11000,1749,2100,462,20036,19993,20942,23000,2198,2500,443
"9647",1,19084,19084,20368,42000,2593,1340,96,20167,20289,21273,23000,1824,2350,280,20632,20565,21142,14000,1503,1140,388
"104714",1,18271,18113,19416,67000,2590,1540,166,18851,18896,20001,67000,2419,1600,77,19362,19187,20486,46000,2633,1700,270
"18015",1,19597,19576,20545,28000,2137,2750,324,20884,21081,21126,14000,1303,880,286,20325,20512,21029,16000,1720,900,495
"129425",1,19227,19123,20148,45000,2283,2650,377,20853,20781,21744,18000,2432,2300,709,20552,20853,21565,15000,1440,2350,429
"78735",1,18678,18397,19474,62000,2981,2700,553,20085,20308,20631,11000,1324,980,238,19274,19291,19919,42000,2174,1160,436
"6483",1,19200,19170,20131,33000,1960,2650,208,19773,19774,20689,43000,2348,2550,134,20167,20113,20906,15000,1865,2600,534
"50757",1,20005,20010,20503,21000,1545,940,274,21081,21321,22123,11000,1626,1600,505,20742,21255,21518,7000,951,2850,60
"63213",1,18953,20103,20146,7000,1091,2450,209,20491,21010,21155,10000,1266,960,327,19252,20659,20842,7000,1278,2500,448
"27775",1,17194,17174,18330,42000,2402,2350,46,18089,18234,19090,30000,1894,2500,94,18394,18597,19350,21000,1614,2600,71
"103146",1,19750,19741,20549,27000,1756,1140,59,20670,20854,21425,13000,1396,2500,231,21159,21219,21482,6000,854,880,189
"97094",1,20075,19931,20913,29000,2012,1220,181,20501,20474,21877,32000,2130,2050,160,21431,20710,21446,17000,2137,300,693
"96662",1,19211,19220,19994,38000,1928,1020,240,19563,19620,19987,36000,1596,880,138,20774,20531,21020,16000,1421,800,443
"19970",1,17951,17841,19239,100000,3056,2250,197,18323,18445,19358,90000,2650,1440,144,19055,18966,20238,50000,2522,2200,127
"122863",1,19762,19690,20635,23000,1772,2700,385,19866,19886,20273,26000,1448,860,111,21108,20956,21414,9000,1350,1100,359
"11260",1,19790,19815,20521,34000,1990,980,79,19702,19784,20309,38000,1810,1020,170,20584,20753,21230,11000,1339,1040,348
"74747",1,18566,18515,19435,59000,2343,1200,329,19019,18946,19978,58000,2503,2350,128,19576,19602,20552,29000,1998,2400,286
"20924",1,18638,18539,19549,53000,2277,1120,209,19755,19790,20341,34000,1859,1100,32,20153,20121,20727,22000,1919,1260,199
"25765",1,19559,19561,20577,28000,2067,1240,123,19427,19343,20501,49000,2319,1480,61,20229,20696,21259,9000,1370,1500,355
"135705",1,18982,18966,19891,52000,2358,1120,171,19969,19830,20853,31000,2087,2550,393,19262,19088,19861,41000,2127,880,307
"43133",1,18434,18391,19293,51000,2224,2600,286,18962,19065,19586,53000,1962,1120,271,19173,19095,20258,34000,2171,2400,323
"125312",1,19467,19464,20174,27000,1868,1060,186,19279,19224,20010,39000,1995,2800,130,20405,20931,21431,7000,1218,2450,440
"61000",1,20887,20584,21243,13000,1427,1140,282,20958,21098,21619,13000,1438,1100,134,19877,20186,21430,11000,2408,2550,736
"128419",1,18775,18798,19992,54000,2809,2250,280,19935,20025,20605,40000,2002,1200,438,20401,20013,21003,23000,2000,1140,184
"117157",1,19299,19263,19900,41000,1923,960,203,20292,20319,20883,20000,1512,900,236,19867,19846,20446,24000,1641,920,242
"76227",1,18992,19020,19785,41000,2079,1180,336,20653,20855,21433,18000,1436,2750,242,19668,19633,20553,27000,1751,2550,356
"6416",1,19046,18931,19918,51000,2536,1120,364,19824,19730,20691,40000,2359,2500,192,19671,19429,20727,28000,2352,1560,368
"70174",1,19758,19763,20837,22000,1910,1220,318,19988,20005,20671,31000,1849,1060,256,20771,19755,21366,26000,4187,1240,640
"114211",1,19022,18640,20094,59000,2936,2300,282,19898,19837,20999,35000,2498,2300,437,19861,19880,21025,21000,1725,1540,257
"14336",1,19578,19535,20132,32000,1761,1020,42,19737,19854,19978,35000,1737,860,304,20464,20781,21154,11000,1261,2550,367
"79673",1,19207,19156,19895,40000,2046,1040,278,20352,20248,21139,24000,2166,1120,550,19903,19747,20596,24000,2356,2700,540
"62321",1,17657,17576,18660,83000,2703,2450,61,18754,18857,19462,68000,2242,2650,64,18781,18719,19767,55000,2688,2400,206
"979",1,20480,20555,21193,16000,1495,900,219,21141,21628,22016,12000,1203,2800,194,20770,20610,21261,9000,1406,1000,454
"11893",1,18276,18064,19714,107000,3469,2200,206,18270,18320,19421,100000,2960,2300,235,19813,19850,20794,30000,2134,1320,156
"106478",1,19235,19145,20233,36000,2009,2550,46,20067,20129,21159,28000,1923,1360,323,21264,20987,21500,15000,1773,840,466
"31687",1,18508,18477,19282,26000,1762,2800,182,19227,19391,19895,29000,1746,2850,273,19785,19863,20382,23000,1654,1060,76
"133201",1,18460,18419,19537,45000,2298,2450,55,19535,19526,20508,36000,2430,2350,349,19346,19312,20558,42000,2459,2150,382
"45218",1,18841,18702,19723,49000,2119,1160,107,19617,19624,20573,36000,1976,2500,220,19984,20090,20803,21000,1747,2800,504
"66982",1,18258,18128,19639,87000,2977,2100,201,18980,18964,20295,68000,2809,1860,227,19457,19414,20759,39000,2327,2050,175
"113838",1,19268,19228,20310,36000,2170,2450,156,20372,20342,20457,22000,1040,720,407,20005,20009,20936,22000,1895,2700,605
"130289",1,19108,18826,19923,56000,2911,1020,460,20082,20093,20535,30000,1724,780,183,20264,20376,20809,20000,1738,880,527
"28309",1,18436,18289,19502,88000,3055,2350,311,19192,19265,20257,56000,2440,2350,172,19551,19487,20694,32000,2294,2150,281
"34474",1,18272,17972,19580,106000,3909,2150,505,18899,18679,20135,91000,3546,2150,481,19535,19143,20783,57000,3692,2050,598
"37096",1,17301,16905,18514,164000,4050,2300,250,18573,18436,19743,84000,3451,2200,293,18503,18247,19560,107000,3529,2350,307
"81830",1,18704,18678,19625,52000,2251,1200,205,18780,18845,19437,51000,1890,2850,181,20225,20206,20734,24000,1621,1040,202
"105878",1,18243,18077,19256,66000,2636,2500,227,19528,19506,20330,42000,2129,2550,300,19711,19722,20491,33000,1868,2650,162
"25001",1,18010,17778,19072,81000,2881,1380,309,19135,18986,19932,65000,2613,2650,252,18932,18729,19923,57000,3365,2350,512
"115632",1,18306,18208,19281,61000,2481,1300,187,19582,19550,20276,44000,2065,1260,254,19081,18990,20177,46000,2338,2250,232
"17424",1,19174,19106,20031,38000,2069,1140,155,20765,20912,21286,13000,1363,960,183,19944,19895,20713,22000,1743,1240,136
"110557",1,18581,18583,19822,45000,2576,1560,423,19873,19828,20726,21000,2254,1220,571,19679,19827,20952,38000,2864,2100,528
"40683",1,20520,20324,21223,19000,2030,1040,621,20521,22033,21910,7000,1124,2150,216,20666,20411,21408,15000,1720,1280,536
"24079",1,19682,19564,20840,24000,2352,2300,529,20121,19873,20840,35000,2562,2800,489,20084,20477,20953,7000,1292,1240,460
"112283",1,19233,19184,20050,45000,2148,2700,196,19639,19669,20318,32000,1817,2800,131,20171,20115,20853,19000,1506,2750,135
"106898",1,20121,20089,20999,19000,1557,1260,190,21203,20981,21544,15000,1402,920,307,20974,21050,21304,7000,1114,900,297
"26649",1,18465,18360,19484,63000,2814,2500,354,19533,19421,20380,43000,2278,2600,247,19679,19644,20434,24000,1657,2650,146
"112524",1,19250,19004,20349,47000,2652,2450,308,19950,20045,20283,35000,1674,980,242,20445,20372,21097,17000,1670,1220,262
"55300",1,20322,20167,20433,21000,1632,740,356,20408,20487,20517,27000,1430,800,306,20485,20395,21094,8000,2310,300,703
"49423",1,17980,17751,19063,89000,2888,2400,204,18446,18363,19484,86000,2687,2350,164,19144,19048,20162,46000,2373,2300,194
"81130",1,19883,19737,20752,19000,1685,2550,175,22886,21906,21466,16000,1436,720,325,20665,21152,21444,7000,1184,780,334
"72995",1,18545,18495,19339,45000,2016,1120,147,19906,19976,20334,33000,1737,1000,295,19475,19212,20224,36000,2499,1180,537
"127508",1,19517,19476,20238,37000,1973,1060,163,20890,21270,21691,12000,1107,860,141,20089,20057,21024,22000,1760,2550,284
"125280",1,18553,18301,19498,63000,2769,2600,309,20475,20501,20691,24000,1547,920,65,18731,18664,19449,48000,2040,1100,172
"25223",1,19293,19120,20233,41000,2347,2600,430,20946,20908,21392,17000,1512,1100,220,20211,20358,20822,13000,1360,920,262
"119963",1,19528,19494,20296,31000,1893,1000,40,19248,19309,19724,36000,1706,960,57,22007,21197,21518,9000,1182,1040,208
"48479",1,19583,19523,20027,34000,1842,960,283,19691,19806,19892,33000,1373,840,185,20427,20834,21363,7000,1072,2450,268
"123555",1,18847,18817,19639,47000,2146,2850,171,19894,19982,20025,35000,1570,820,196,19911,19908,21066,22000,2133,2350,363
"33763",1,18991,18711,20470,77000,3545,2500,308,18970,18665,20491,101000,3960,2500,413,20688,21227,21744,7000,1858,1680,410
"64602",1,18575,18366,19496,60000,2529,2550,259,19552,19623,20210,44000,2048,1260,257,20181,19999,20659,24000,1731,980,448
"71382",1,19646,19519,20323,27000,1921,1060,426,19841,19896,20565,33000,1855,2700,228,20977,20733,21296,12000,1681,840,563
"72918",1,19700,19750,20427,32000,1786,1060,227,20301,20240,20577,27000,1596,900,247,20390,20049,20923,21000,2439,980,545
"94868",1,19471,19332,20455,42000,2642,2550,592,20296,20296,20860,23000,1592,1040,66,20484,20767,21520,8000,1868,2400,676
"85102",1,17497,17292,18578,118000,3060,2400,19,18039,17899,19153,110000,3023,2250,222,18598,18479,19716,68000,2616,1600,222
"97086",1,19151,19667,20812,29000,2720,2550,473,21613,21485,22292,21000,1852,1140,91,19829,20437,21002,16000,2129,2150,592
"67220",1,18711,18689,19597,46000,2080,1140,69,20450,20411,20940,25000,1708,1000,222,20314,20206,20827,15000,1476,1040,101
"92911",1,17692,17625,18869,98000,2822,1500,47,18332,18360,19634,86000,2816,1780,80,18781,18500,20122,66000,2898,2050,239
"111083",1,18332,18031,19688,100000,3691,2150,306,18442,18276,19580,92000,3053,1560,275,19770,19897,20842,14000,1693,2250,343
"6056",1,19014,19048,20121,38000,2317,1340,209,19512,19500,20593,44000,2335,2300,307,19983,20134,21018,14000,2558,2300,675
"108659",1,19567,19626,20640,29000,1904,1340,246,20759,21044,21560,10000,1443,2700,524,21274,21085,21355,16000,1246,780,62
"113598",1,18517,18444,19580,55000,2337,1300,153,19410,19422,20200,46000,2045,2500,158,19725,19473,20487,37000,2609,1120,562
"132551",1,19660,19706,20577,30000,1959,1140,73,20429,20342,20975,30000,2340,960,524,20433,20623,21251,11000,1359,1200,401
"97594",1,19115,18879,20328,60000,3177,2200,318,20153,20014,21091,37000,2387,1380,446,19804,19732,20794,24000,1857,2350,314
"42523",1,18373,18171,19569,67000,2748,2250,212,19350,19279,20309,44000,2271,2400,414,19500,19405,20611,31000,1942,2350,331
"56519",1,19482,19411,20242,26000,1752,1160,222,20034,20045,20376,29000,2398,760,619,20323,20704,21359,9000,1414,2450,579
"120646",1,17842,17704,18876,62000,2549,2500,163,18701,18678,19585,61000,2480,2550,134,18895,18859,19661,49000,2079,1140,94
"8235",1,20423,20651,21245,12000,1314,2950,288,20028,20007,20802,31000,2159,2600,437,21393,20845,21497,9000,1157,1200,308
"66748",1,20695,20861,21529,11000,1169,960,289,22026,21075,21829,17000,1826,900,663,20043,20606,21422,11000,1404,2500,345
"74475",1,20527,20949,21433,11000,1323,2550,638,22032,21784,21998,6000,1361,1120,560,21284,20692,21181,15000,1300,1100,319
"136309",1,19372,19393,20393,38000,2127,2550,103,19987,20054,20420,34000,1969,1000,331,20698,20791,21284,8000,1648,1100,535
"36801",1,17738,17535,18821,90000,3094,2450,144,18929,18940,19920,67000,2751,2350,283,18888,18774,19730,68000,2536,2550,193
"15914",1,19068,19009,19921,43000,2120,1100,194,20320,20345,20622,25000,1538,820,291,21306,21641,21199,23000,2277,700,427
"85741",1,20255,20463,20225,30000,1611,860,280,20727,20719,20705,22000,1286,720,317,20632,20422,21372,16000,1878,1340,651
"61708",1,19588,19693,20379,21000,1644,1020,190,20345,20469,21156,19000,1705,2400,223,19406,19369,20147,34000,1809,2600,114
"135691",1,19686,19526,20635,35000,2098,1080,193,21136,20920,21646,18000,1964,980,594,20151,20336,21380,16000,2419,2150,531
"57822",1,19767,19705,20634,24000,1765,1200,226,21135,21258,21523,9000,1111,900,29,20681,20627,21224,11000,1210,1140,180
"18559",1,17002,16862,18179,132000,3110,2350,225,17801,17726,18975,118000,3151,2200,263,18257,18227,19208,77000,2670,2450,121
"59583",1,19577,19630,20265,33000,1928,1080,205,20562,20586,21035,22000,1627,2900,167,20435,20482,21052,15000,1437,2700,314
"132182",1,20161,20957,21448,6000,1343,2300,224,20543,21209,21663,7000,1472,2300,587,20331,20503,21578,10000,3558,2200,840
"69350",1,19737,19760,20520,24000,1627,2650,191,20814,20871,21376,12000,1523,1020,61,20291,20620,20925,12000,929,760,351
"68055",1,19987,19885,20617,25000,1876,1060,120,22819,21561,21464,10000,1128,720,63,21577,20959,21219,8000,1069,860,213
"42214",1,20953,21017,21276,11000,1212,820,264,22587,21653,21493,9000,1007,700,140,21341,20981,21341,6000,1036,860,94
"90368",1,19456,19434,20036,29000,1691,980,123,20727,20758,21186,17000,1410,1020,146,19691,19640,20464,28000,1752,2600,39
"91202",1,19735,19669,20710,25000,1942,2400,396,20090,20076,21104,23000,1801,2650,372,20250,20318,21129,21000,1904,2300,329
"47582",1,19890,19826,20314,25000,1626,980,182,20242,20269,20951,27000,1863,2500,215,20748,21016,21416,8000,1129,1240,140
"97024",1,18496,19202,19933,10000,1420,2150,258,19832,19964,20581,16000,1697,2800,430,19447,19604,20247,19000,1704,1140,298
"33944",1,19096,19181,20337,36000,2553,2250,266,20617,20732,21537,17000,2123,2400,573,20326,20348,20931,18000,1410,2800,272
"8371",1,17806,17688,18879,83000,2819,1220,382,19062,19052,20004,61000,2570,2400,355,18773,18697,19855,42000,2292,2350,285
"19870",1,19136,19344,20371,33000,2182,2350,233,20492,20584,20814,22000,1524,920,172,20205,20297,21017,15000,1818,2500,493
"126233",1,19568,19595,20725,25000,2082,2350,400,21909,21424,21417,9000,1093,740,75,19981,20802,21270,6000,1090,2150,207
"27401",1,19662,19571,21035,32000,2353,2100,350,20745,20802,21293,25000,1782,1120,200,20544,21194,21714,8000,1086,2550,608
"120314",1,19879,19896,20828,25000,1950,2650,356,20981,21176,21899,15000,1772,2450,459,21111,21231,21292,6000,931,740,292
"73363",1,18717,18709,19906,36000,2229,2350,132,19669,19672,20545,35000,1829,1220,36,20143,19970,21030,25000,2152,1400,465
"46131",1,18302,18049,19330,84000,3012,2400,241,19165,19122,20061,60000,2490,2450,288,19466,19368,20498,40000,2385,2300,140
"4024",1,17258,16827,18318,165000,3645,2450,89,18137,17945,18998,111000,2969,2600,234,18238,18021,19233,86000,2850,2400,172
"51823",1,19154,19073,20063,43000,2171,2650,130,20242,20243,21022,42000,2386,1160,345,20363,20485,21134,24000,1835,1180,335
"82161",1,19591,19783,20594,14000,1918,1260,327,20253,20759,21309,15000,1608,2500,188,20452,20980,21455,15000,1974,2550,640
"51187",1,17344,17132,18523,104000,3228,2300,152,18333,18310,19333,90000,2827,2400,186,18386,18187,19619,86000,3114,2150,158
"72348",1,18382,18023,19551,69000,3767,2200,396,19808,19818,21000,54000,2893,2050,387,19618,19456,20592,47000,2918,2450,578
"50893",1,18763,18778,19555,53000,2144,2750,110,19939,19934,20841,33000,2115,2500,95,19897,19784,20709,33000,2435,2650,412
"30033",1,18054,17738,19224,101000,3482,1520,391,19595,19597,20609,47000,2326,2200,312,19357,19332,20275,40000,2232,1380,250
"67098",1,18961,18964,20011,41000,2223,1360,154,19580,19596,20416,35000,2002,1220,195,20480,20461,21135,17000,1466,1240,211
"1466",1,19483,19467,20328,31000,1882,980,227,20732,20979,21491,16000,1544,2600,316,19747,19866,20683,27000,2499,2500,616
"122261",1,17015,16716,18205,156000,3535,2400,342,17778,17631,18891,123000,3390,2250,503,18028,17761,19149,104000,3424,2250,505
"75524",1,18793,18761,19830,29000,2197,2400,408,21307,20962,21392,14000,1384,2850,195,19778,19882,20505,21000,2005,2900,388
"85860",1,19617,19750,20411,24000,1757,940,353,20000,20166,20649,25000,1634,1060,154,20052,20221,21069,17000,1429,2250,95
"89505",1,19505,19527,20518,26000,1887,2450,197,19371,19424,19922,34000,1880,960,120,19779,19815,20713,22000,1628,1280,35
"9014",1,18914,18754,20106,51000,2421,2450,48,20259,20443,21306,17000,1537,1200,111,19861,19946,20943,19000,1531,2450,204
"130156",1,20590,20659,21194,12000,1544,820,421,22704,21725,21550,10000,1082,740,19,19714,19798,20850,16000,1525,2450,308
"67678",1,19381,19350,20010,31000,1964,1020,108,21696,20773,21447,22000,2803,720,688,18920,18894,19830,28000,1808,2650,244
"68621",1,19074,19045,19781,49000,1970,1020,145,19645,19666,20463,26000,1900,1260,352,19423,19370,20442,23000,1749,1360,137
"124552",1,19571,19474,20379,33000,1849,1100,129,20634,20613,21248,19000,1744,1080,406,22107,21034,21237,16000,1340,740,293
"18963",1,18496,18391,19408,57000,2275,1120,123,19702,19843,20098,35000,1726,940,242,19792,19698,20332,24000,1623,1080,188
"37020",1,18740,18640,19630,43000,2166,2750,252,19267,19368,19964,45000,1993,2750,42,20285,20230,20652,21000,1659,920,250
"125677",1,20050,20475,21132,14000,1568,920,452,21019,20568,21816,18000,3407,1320,800,20330,21084,21738,6000,1489,2550,407
"100977",1,17963,17910,18943,68000,2376,1260,123,18617,18545,19481,69000,2375,2500,76,19154,19067,20191,48000,2584,2250,129
"24868",1,19776,19706,20364,30000,1743,980,210,19923,19842,20649,39000,2193,2800,336,20298,20436,20991,10000,1375,1240,442
"16588",1,18874,18657,19988,61000,2698,2300,289,19302,19330,20390,54000,2466,2250,144,20089,20086,21432,19000,2094,2000,571
"35379",1,18307,18154,19225,63000,2368,1220,259,19298,19436,20172,40000,2249,2550,357,19147,18954,20087,55000,2531,2350,366
"105458",1,19847,20929,21290,9000,1514,2500,456,20861,21339,21535,16000,1461,1240,335,20686,21574,21746,9000,1397,1360,375
"73584",1,18824,18761,19920,54000,2695,2350,279,20183,20042,21092,34000,2429,2350,233,19524,20569,21019,8000,1325,2000,121
"46831",1,19537,19389,20564,25000,2253,2400,422,21552,21372,21868,9000,1166,2850,217,20196,20313,20934,12000,1363,2850,399
"81951",1,20676,20531,20947,19000,1734,980,68,20723,20803,21107,29000,1784,940,291,20786,20598,21487,12000,2190,900,728
"119684",1,20225,20340,21375,14000,1937,2350,182,20238,20941,21373,10000,1223,2400,310,20904,21184,21725,6000,962,1040,298
"54450",1,20024,20046,20971,19000,2003,1100,200,19820,19786,21245,47000,2581,2050,278,20703,20860,21335,6000,1247,1200,339
"112824",1,19412,19184,20516,42000,2694,2250,311,19924,20432,20970,16000,1562,2400,343,19809,19692,20895,27000,2043,2350,414
"106770",1,19698,20147,21148,14000,1835,2500,532,22121,21549,21981,6000,1056,980,202,20938,21145,21403,6000,921,940,200
"31216",1,19482,19465,20130,39000,1970,1120,264,19813,19920,20384,33000,1810,1020,170,20064,20134,20777,18000,1698,1260,385
"94340",1,19906,19718,20670,31000,2589,2550,449,21208,21538,21811,10000,1548,1040,413,19894,19808,20791,23000,1885,2600,357
"27833",1,18597,18508,19601,60000,2452,1380,103,19307,19275,20237,47000,2182,2500,155,19468,19445,20280,32000,1962,2550,242
"58149",1,17968,17956,18853,79000,2406,2650,107,19063,19095,19845,51000,2133,2600,161,19035,18916,19768,49000,2257,1160,249
"58940",1,19820,19764,20237,28000,1566,880,284,20736,21344,21353,8000,1043,2700,178,20283,20210,20336,23000,1610,880,274
"122872",1,18408,18331,19498,59000,2510,2500,82,19171,19047,19809,46000,1993,1120,159,19859,20036,20400,31000,1705,1000,340
"68075",1,19033,19032,19816,46000,2086,1120,83,20146,20177,21042,21000,1794,1200,246,19549,19586,20467,19000,1436,2600,252
"98445",1,19474,19352,20496,36000,2235,1320,430,20494,20756,21479,13000,1479,1280,121,20049,20435,21084,13000,1445,1200,498
"120701",1,19664,19637,20297,37000,1814,1040,207,20650,20747,21373,15000,1433,1160,121,19883,19794,20652,25000,1686,1180,150
"70886",1,19748,19676,20399,26000,1932,1100,195,19864,19825,20381,32000,1806,1000,226,20125,20144,21248,17000,1582,1520,186
"31507",1,18460,18535,19425,45000,2188,1240,72,18989,19256,20111,33000,3069,2300,645,20362,20551,20791,27000,1931,1080,32
"68136",1,17884,17560,19319,124000,3644,2100,387,17770,17774,19169,116000,3246,1920,462,18804,18599,20357,62000,3182,2550,381
"2715",1,19631,19771,20825,36000,2273,1200,127,20338,20484,20984,24000,1753,1140,281,21108,20434,20892,13000,1400,940,334
"96595",1,19187,19059,20510,42000,2336,2200,85,19973,19913,21096,33000,2106,1460,265,19720,20804,21213,6000,1000,2550,494
"33994",1,17462,17334,18746,74000,2857,1600,323,18614,18618,19793,78000,2717,2150,213,18672,18575,19707,46000,2466,2300,298
"111014",1,19514,19428,20515,31000,2240,2550,255,21195,21187,21681,14000,1368,920,152,20101,20062,20298,29000,2023,900,490
"39079",1,19820,19798,20974,23000,1978,2300,376,20884,20871,21478,15000,1460,920,278,21491,20500,21093,11000,1665,880,472
"49829",1,19133,19112,20287,34000,2249,2300,296,19494,19494,20244,39000,1981,2650,195,19887,20060,21155,21000,1915,1760,410
"65958",1,19947,19941,20368,30000,1740,980,111,19413,19483,19875,37000,1604,980,133,22129,21257,21632,9000,1173,980,96
"124516",1,17451,17394,18371,91000,2580,1160,329,18462,18435,19158,67000,2245,2750,379,18569,18489,19392,60000,2280,1220,207
"24536",1,20514,20526,21302,11000,1723,2800,357,21478,21468,22203,7000,1188,1280,418,19907,19683,20863,28000,2335,2400,422
"24453",1,19298,19211,20171,36000,2133,1220,247,19688,19685,20272,35000,1657,940,76,20063,20462,21315,11000,1508,2500,275
"10088",1,19071,18912,20249,55000,2611,1340,188,21942,21715,21879,8000,1008,780,32,19864,20386,20882,10000,1217,2700,363
"78863",1,19159,19043,20324,57000,2918,1480,371,19334,19267,20246,58000,2541,2400,504,20593,20479,21771,15000,3804,2550,809
"73510",1,18138,17970,19116,86000,2893,2550,140,19093,19212,19751,59000,2062,2800,48,19189,18959,20074,45000,2545,2550,328
"134923",1,19676,19646,20267,25000,1425,820,274,19513,19468,20147,47000,2292,2900,263,20278,20561,21293,13000,1610,2450,535
"115005",1,19603,19616,20742,27000,1854,2350,155,20876,20907,21470,29000,2215,2600,622,21435,20992,21370,10000,1285,1100,254
"2886",1,17958,17538,19222,118000,3683,1280,381,18729,18569,19791,79000,2916,2300,330,19050,18824,20196,51000,2686,2250,200
"83227",1,20074,20537,20881,11000,1377,1040,158,20285,20891,21876,13000,1489,1960,145,21261,21143,21216,8000,1356,900,460
"63057",1,17025,16952,17911,87000,2553,2650,141,17472,17498,18356,106000,2559,2500,317,18152,18059,19087,81000,2799,2450,227
"11076",1,19063,18944,20039,40000,2054,1080,80,20093,20043,20863,31000,1805,2850,35,19757,19742,20505,22000,1725,2800,315
"57889",1,18264,18107,19478,72000,2642,1580,178,19345,19298,20459,57000,2803,2150,372,19435,19298,20342,36000,2068,1340,166
"129705",1,19060,18899,19839,43000,2207,1060,320,18559,18720,19041,50000,1745,920,30,21908,21065,21276,7000,985,740,324
"83254",1,17965,17925,18715,50000,2166,1080,174,19981,19944,20153,34000,1609,860,344,18092,18033,18670,52000,1920,1040,152
"114316",1,19032,19013,19932,42000,2123,2650,143,20404,20457,20814,24000,1443,880,266,19688,19718,20388,36000,1969,1200,134
"13160",1,20369,20280,20750,19000,1726,920,308,20144,20163,21257,21000,2037,2550,495,21210,20592,20988,11000,1257,880,183
"135281",1,18863,19627,20075,7000,1002,2500,363,20399,20620,20888,22000,1567,820,267,19342,19697,20380,13000,1393,2400,101
"79116",1,18165,18154,19037,46000,2148,1200,112,18892,18940,19588,50000,2065,1140,203,19510,19469,20129,37000,1897,1180,178
"79360",1,18274,18318,19036,59000,2214,2800,141,18851,18919,19304,46000,1712,920,53,19846,19885,20537,27000,1717,1060,173
"46616",1,19096,18925,20381,59000,2997,2050,338,20713,21052,21201,9000,1248,880,334,20051,20032,21004,22000,2151,1200,547
"108282",1,18878,18897,19963,52000,2388,2450,173,19407,19426,20273,49000,2171,2500,281,19973,20324,21338,15000,2037,2050,398
"84526",1,18992,18918,19983,47000,2356,2500,66,19119,19112,19806,45000,2059,1100,360,20416,20353,21180,16000,1501,1300,339
"8832",1,19554,19404,20824,33000,2292,2250,344,20761,21010,21484,14000,1433,1160,222,21297,20814,21642,10000,1389,760,372
"130994",1,19594,19259,20875,55000,3250,2100,498,19293,19967,20723,8000,1644,2050,579,21090,21542,21667,10000,1440,1060,442
"133168",1,18687,18619,19639,53000,2346,2600,211,19710,19931,20206,45000,1892,1020,323,19885,19847,20647,24000,1661,2800,37
"93947",1,20084,20341,20823,12000,1304,920,374,21781,21340,21474,10000,1340,840,433,21510,21376,21633,9000,1419,800,330
"57482",1,18249,18015,19327,74000,2740,2400,201,19583,19714,20340,23000,1774,2700,307,19463,19470,20388,37000,2141,2500,73
"33753",1,19336,19299,20165,34000,2091,2700,86,20721,20819,20789,26000,1781,980,283,19587,19633,20299,36000,2184,2500,306
"75873",1,19747,19647,20657,30000,2733,2750,637,20426,20606,21282,23000,2064,2400,431,21437,21119,21581,11000,1472,700,653
"76448",1,20558,20465,20372,23000,1450,740,216,21896,21420,21605,12000,1136,800,231,20170,20132,20837,21000,1488,2750,374
"122308",1,18600,18494,19688,60000,2599,2450,212,21023,20718,21043,26000,1786,980,417,19720,19696,20652,30000,1976,1320,266
"50212",1,19425,19429,20074,34000,1920,1020,370,19632,19633,20213,37000,1760,1040,203,20718,20727,21553,15000,1847,820,641
"122636",1,19094,18932,20049,47000,2567,2650,289,19500,19498,19907,35000,1755,980,235,20954,20653,20971,13000,1307,1080,120
"96846",1,19766,19572,20710,32000,2026,2700,131,20393,20429,21096,24000,1594,960,201,21142,20543,21271,17000,1781,1140,284
"87443",1,19724,19962,20473,14000,1483,1000,297,20421,20370,21154,35000,2399,2600,416,20390,21041,21656,6000,1148,1820,422
"113639",1,19739,19630,20621,28000,1942,1160,305,22928,21837,20965,18000,1232,800,422,21217,21204,21660,7000,1068,880,505
"92128",1,16721,16617,17687,116000,2879,2550,349,17812,17826,18551,105000,2726,2700,532,17852,17754,18770,87000,2540,1320,206
"105094",1,17613,17471,18446,84000,2560,2700,304,18528,18573,19294,46000,2190,2650,325,18860,18913,19752,71000,2851,1320,81
"5860",1,21504,20840,21320,10000,1297,740,382,21128,21356,21513,7000,1123,880,457,20266,20763,21221,6000,956,2650,312
"25137",1,19341,19152,20639,44000,2732,2100,399,19939,20018,20902,38000,2083,2350,172,19732,20046,21037,15000,2192,2100,686
"44578",1,19860,19797,20384,30000,1801,1020,169,20576,20710,21152,22000,1675,1040,110,19714,19765,20314,24000,1536,920,341
"111685",1,17475,17361,18598,107000,3012,1340,177,17971,17941,18927,84000,2442,1320,94,18412,18365,19480,70000,2630,2300,214
"21948",1,18891,19598,20139,6000,1041,2350,473,19711,20433,20894,14000,1711,2350,487,19647,19494,20664,33000,2059,1360,170
"32730",1,20114,20089,20834,26000,1822,1060,181,20793,20888,21842,17000,1997,2500,568,20411,20460,21388,17000,2212,1480,443
"127175",1,19380,18929,20503,47000,3657,2350,566,20910,20973,21305,15000,1237,700,259,20152,19816,21405,23000,2579,2200,437
